timestamp,open,high,low,close,volume
2019-01-01 00:00:00,3747.39,3759.98,3741.44,3750.91,1451.38
2019-01-01 01:00:00,3750.91,3750.91,3731.42,3736.1,1652.86
2019-01-01 02:00:00,3736.1,3736.49,3720.86,3728.07,1956.21
2019-01-01 03:00:00,3728.07,3737.73,3726.21,3734.43,1067.33
2019-01-01 04:00:00,3734.43,3749.86,3730.88,3733.01,1598.46
2019-01-01 05:00:00,3733.01,3740.36,3731.72,3739.42,837.38
2019-01-01 06:00:00,3739.42,3743.88,3734.89,3740.17,1142.57
2019-01-01 07:00:00,3740.17,3761.92,3738.89,3753.23,2109.02
2019-01-01 08:00:00,3753.23,3771.07,3752.09,3763.09,1249.04
2019-01-01 09:00:00,3763.09,3764.58,3743.45,3744.34,1007.06
2019-01-01 10:00:00,3744.34,3758.38,3743.12,3756.82,530.12
2019-01-01 11:00:00,3756.82,3766.47,3751.84,3751.84,1172.13
2019-01-01 12:00:00,3751.84,3767.78,3745.2,3766.1,1088.72
2019-01-01 13:00:00,3766.1,3798.14,3756.5,3772.77,1544.79
2019-01-01 14:00:00,3772.77,3772.8,3740.92,3746.21,2431.66
2019-01-01 15:00:00,3746.21,3747.2,3722.96,3730.17,1681.29
2019-01-01 16:00:00,3730.17,3744.89,3727.88,3741.87,830.35
2019-01-01 17:00:00,3741.87,3750.59,3730.38,3739.56,1377.28
2019-01-01 18:00:00,3739.56,3740.86,3696.94,3711.32,2552.4
2019-01-01 19:00:00,3711.32,3749.49,3706.33,3749.07,1325.28
2019-01-01 20:00:00,3749.07,3796.34,3747.94,3786.06,4871.18
2019-01-01 21:00:00,3786.06,3799.26,3776.14,3779.73,2457.78
2019-01-01 22:00:00,3779.73,3783.3,3771.5,3781.57,1130.4
2019-01-01 23:00:00,3781.57,3938.75,3779.92,3880.15,8039.6
2019-01-02 00:00:00,3880.15,3893.75,3853.91,3860.78,2495.3
2019-01-02 01:00:00,3860.78,3868.41,3850.89,3851.23,1463.45
2019-01-02 02:00:00,3851.23,3864.28,3848.37,3861.65,1093.08
2019-01-02 03:00:00,3861.65,3875.4,3859.01,3860.09,1460.47
2019-01-02 04:00:00,3860.09,3868.79,3853.51,3861.45,1176.2
2019-01-02 05:00:00,3861.45,3862.13,3856.62,3858.66,843.04
2019-01-02 06:00:00,3858.66,3859.89,3826.29,3840.87,1482.19
2019-01-02 07:00:00,3840.87,3857.97,3838.62,3853.27,2103.05
2019-01-02 08:00:00,3853.27,3874.45,3853.27,3861.89,2065.45
2019-01-02 09:00:00,3861.89,3869.25,3850.69,3852.69,1685.97
2019-01-02 10:00:00,3852.69,3875.23,3843.22,3870.35,2317.72
2019-01-02 11:00:00,3870.35,3888.13,3864.05,3872.64,1818.7
2019-01-02 12:00:00,3872.64,3875.33,3859.34,3874.46,1271.89
2019-01-02 13:00:00,3874.46,3920.85,3872.35,3910.71,5244.12
2019-01-02 14:00:00,3910.71,3917.13,3889.88,3902.34,2832.64
2019-01-02 15:00:00,3902.34,3904.36,3883.89,3890.69,1986.1
2019-01-02 16:00:00,3890.69,3956.74,3887.61,3924.7,5298.37
2019-01-02 17:00:00,3924.7,3937.98,3912.87,3919.62,2180.14
2019-01-02 18:00:00,3919.62,3923.22,3905.38,3919.13,1959.23
2019-01-02 19:00:00,3919.13,3920.22,3893.25,3920.09,2026.6
2019-01-02 20:00:00,3920.09,3949.16,3907.26,3948.67,2224.8
2019-01-02 21:00:00,3948.67,3969.07,3930.62,3952.79,2707.53
2019-01-02 22:00:00,3952.79,3972.69,3941.44,3960.6,2385.38
2019-01-02 23:00:00,3960.6,3989.59,3959.12,3961.01,3913.3
2019-01-03 00:00:00,3961.01,3965.52,3933.5,3933.54,2707.87
2019-01-03 01:00:00,3933.54,3941.75,3919.9,3937.94,1841.41
2019-01-03 02:00:00,3937.94,3944.46,3929.15,3933.21,1755.27
2019-01-03 03:00:00,3933.21,3942.02,3931.99,3939.38,1027.67
2019-01-03 04:00:00,3939.38,3945.48,3929.75,3929.75,876.04
2019-01-03 05:00:00,3929.75,3931.06,3900.0,3914.87,2068.98
2019-01-03 06:00:00,3914.87,3918.73,3904.78,3913.39,1703.1
2019-01-03 07:00:00,3913.39,3924.23,3910.11,3913.08,1202.21
2019-01-03 08:00:00,3913.08,3915.93,3890.28,3893.67,2930.66
2019-01-03 09:00:00,3893.67,3898.63,3877.94,3898.48,3472.76
2019-01-03 10:00:00,3898.48,3904.97,3893.29,3895.39,1374.59
2019-01-03 11:00:00,3895.39,3899.65,3885.27,3891.99,1761.45
2019-01-03 12:00:00,3891.99,3909.69,3885.78,3909.59,2128.61
2019-01-03 13:00:00,3909.59,3910.23,3891.75,3902.34,1339.58
2019-01-03 14:00:00,3902.34,3902.34,3887.15,3888.8,1326.67
2019-01-03 15:00:00,3888.8,3902.83,3879.92,3898.51,1814.57
2019-01-03 16:00:00,3898.51,3898.51,3790.02,3791.29,6194.14
2019-01-03 17:00:00,3791.29,3841.46,3778.76,3833.95,2201.65
2019-01-03 18:00:00,3833.95,3834.37,3815.98,3834.2,2083.88
2019-01-03 19:00:00,3834.2,3838.44,3819.63,3830.11,1331.22
2019-01-03 20:00:00,3830.11,3851.23,3828.37,3850.67,936.22
2019-01-03 21:00:00,3850.67,3850.71,3841.69,3844.66,844.54
2019-01-03 22:00:00,3844.66,3847.92,3830.51,3844.56,1374.41
2019-01-03 23:00:00,3844.56,3845.03,3828.31,3835.86,1287.68
2019-01-04 00:00:00,3835.86,3837.48,3806.17,3817.22,2197.09
2019-01-04 01:00:00,3817.22,3837.47,3815.74,3832.74,1059.51
2019-01-04 02:00:00,3832.74,3832.95,3816.3,3828.44,703.32
2019-01-04 03:00:00,3828.44,3856.46,3827.29,3850.07,1663.22
2019-01-04 04:00:00,3850.07,3862.68,3835.07,3843.7,1657.05
2019-01-04 05:00:00,3854.68,3890.15,3785.73,3860.53,60722.15
2019-01-04 06:00:00,3847.63,3859.05,3843.81,3852.97,1376.6
2019-01-04 07:00:00,3852.97,3873.8,3850.66,3853.85,2695.52
2019-01-04 08:00:00,3853.85,3868.97,3834.23,3846.0,2407.52
2019-01-04 09:00:00,3846.0,3846.95,3829.46,3833.29,1243.49
2019-01-04 10:00:00,3833.29,3846.13,3830.38,3845.97,1008.29
2019-01-04 11:00:00,3845.97,3854.49,3829.44,3830.15,1386.1
2019-01-04 12:00:00,3830.15,3841.45,3813.61,3833.77,2176.9
2019-01-04 13:00:00,3833.77,3834.83,3823.84,3826.98,2255.66
2019-01-04 14:00:00,3826.98,3833.76,3783.88,3799.24,3435.57
2019-01-04 15:00:00,3799.24,3804.83,3788.3,3803.21,2114.42
2019-01-04 16:00:00,3803.21,3827.37,3799.99,3821.15,2287.84
2019-01-04 17:00:00,3821.15,3826.6,3815.34,3825.81,2061.91
2019-01-04 18:00:00,3825.81,3826.77,3811.99,3812.6,1144.14
2019-01-04 19:00:00,3812.6,3818.87,3799.24,3814.17,1601.06
2019-01-04 20:00:00,3814.17,3848.34,3799.34,3828.18,2994.73
2019-01-04 21:00:00,3828.18,3893.79,3826.6,3889.49,3728.56
2019-01-04 22:00:00,3889.49,3901.65,3858.87,3870.62,1586.19
2019-01-04 23:00:00,3870.62,3883.92,3866.34,3874.06,665.39
2019-01-05 00:00:00,3890.3,3952.42,3769.08,3917.15,148154.56
2019-01-05 01:00:00,3917.15,3944.28,3860.35,3908.83,69598.23
2019-01-05 02:00:00,3896.69,3908.04,3895.82,3900.76,1019.77
2019-01-05 03:00:00,3900.76,3909.02,3887.94,3906.06,1388.23
2019-01-05 04:00:00,3906.06,3913.11,3904.88,3905.41,1029.94
2019-01-05 05:00:00,3905.41,3926.92,3905.41,3922.82,1313.88
2019-01-05 06:00:00,3922.82,3925.5,3878.98,3891.67,1543.28
2019-01-05 07:00:00,3891.67,3891.67,3871.26,3878.18,812.46
2019-01-05 08:00:00,3878.18,3893.78,3877.11,3889.36,620.11
2019-01-05 09:00:00,3889.36,3891.68,3885.55,3889.04,775.47
2019-01-05 10:00:00,3889.04,3889.1,3870.08,3883.09,1621.38
2019-01-05 11:00:00,3883.09,3902.4,3881.72,3895.58,905.93
2019-01-05 12:00:00,3895.58,3902.78,3894.03,3899.62,674.74
2019-01-05 13:00:00,3899.62,3899.62,3870.82,3877.52,1485.13
2019-01-05 14:00:00,3877.52,3886.63,3872.61,3882.47,834.48
2019-01-05 15:00:00,3882.47,3903.23,3880.83,3882.92,3078.18
2019-01-05 16:00:00,3882.92,3897.3,3869.89,3888.57,3215.83
2019-01-05 17:00:00,3888.57,3894.22,3883.74,3887.04,1087.18
2019-01-05 18:00:00,3887.04,3899.63,3884.51,3896.93,1190.82
2019-01-05 19:00:00,3896.93,3904.78,3887.12,3898.87,1850.58
2019-01-05 20:00:00,3898.87,3900.97,3885.98,3894.4,1251.78
2019-01-05 21:00:00,3894.4,3900.87,3887.79,3897.18,848.74
2019-01-05 22:00:00,3897.18,3899.07,3841.13,3867.57,3550.94
2019-01-05 23:00:00,3867.57,3868.5,3852.78,3855.39,1339.14
2019-01-06 00:00:00,3855.39,3871.05,3850.59,3869.44,1669.52
2019-01-06 01:00:00,3868.71,3950.16,3843.44,3849.99,83042.76
2019-01-06 02:00:00,3849.99,3864.78,3796.42,3851.41,87512.88
2019-01-06 03:00:00,3851.41,3864.41,3823.31,3860.15,29371.34
2019-01-06 04:00:00,3860.44,3860.44,3852.86,3858.84,514.58
2019-01-06 05:00:00,3858.84,3865.73,3854.73,3861.01,631.31
2019-01-06 06:00:00,3861.01,3861.36,3854.81,3855.03,668.64
2019-01-06 07:00:00,3855.03,3856.33,3840.14,3845.82,1280.66
2019-01-06 08:00:00,3845.82,3853.89,3844.68,3852.71,660.39
2019-01-06 09:00:00,3852.71,3861.35,3851.74,3853.52,1287.25
2019-01-06 10:00:00,3853.52,3890.24,3852.59,3877.2,1769.67
2019-01-06 11:00:00,3877.2,3895.66,3876.95,3890.87,1873.13
2019-01-06 12:00:00,3890.87,3895.37,3872.38,3873.76,1195.13
2019-01-06 13:00:00,3873.76,3885.93,3869.84,3880.58,771.74
2019-01-06 14:00:00,3880.58,3884.51,3870.03,3883.57,955.16
2019-01-06 15:00:00,3883.57,3906.11,3880.57,3893.68,2843.14
2019-01-06 16:00:00,3893.68,3901.34,3888.64,3901.11,866.79
2019-01-06 17:00:00,3901.11,4145.16,3900.51,4124.96,20393.73
2019-01-06 18:00:00,4124.96,4141.87,4097.03,4108.43,4790.19
2019-01-06 19:00:00,4108.43,4123.25,4107.89,4117.3,3940.6
2019-01-06 20:00:00,4117.3,4124.54,4095.93,4098.0,2661.3
2019-01-06 21:00:00,4098.0,4103.27,4083.13,4093.19,2178.87
2019-01-06 22:00:00,4093.19,4104.8,4088.87,4089.55,1324.87
2019-01-06 23:00:00,4089.55,4125.2,4088.42,4102.85,3462.71
2019-01-07 00:00:00,4102.85,4132.62,4102.85,4115.3,2027.72
2019-01-07 01:00:00,4115.3,4115.89,4085.16,4093.57,2125.67
2019-01-07 02:00:00,4093.57,4094.27,4077.7,4086.84,2113.47
2019-01-07 03:00:00,4086.84,4096.55,4086.84,4093.8,1047.48
2019-01-07 04:00:00,4093.8,4097.04,4083.99,4086.59,1246.51
2019-01-07 05:00:00,4086.59,4095.99,4078.0,4095.64,1041.54
2019-01-07 06:00:00,4095.64,4099.49,4083.18,4087.62,3446.86
2019-01-07 07:00:00,4087.62,4093.37,4086.53,4092.59,2493.4
2019-01-07 08:00:00,4092.59,4110.02,4088.2,4103.9,3191.36
2019-01-07 09:00:00,4103.9,4105.34,4019.56,4046.54,8190.98
2019-01-07 10:00:00,4046.54,4071.21,4020.71,4022.98,2528.18
2019-01-07 11:00:00,4022.98,4034.79,4021.58,4034.79,1805.84
2019-01-07 12:00:00,4034.79,4037.79,4015.51,4015.51,1408.97
2019-01-07 13:00:00,4015.51,4038.01,4014.21,4033.31,1156.34
2019-01-07 14:00:00,4033.31,4051.4,4032.59,4044.07,1701.59
2019-01-07 15:00:00,4044.07,4049.69,4019.8,4026.44,1378.3
2019-01-07 16:00:00,4026.44,4038.37,4021.09,4036.4,958.91
2019-01-07 17:00:00,4036.4,4067.09,4001.35,4061.91,2543.38
2019-01-07 18:00:00,4061.91,4079.17,4060.36,4063.68,2283.98
2019-01-07 19:00:00,4063.68,4070.92,4058.29,4070.33,1280.81
2019-01-07 20:00:00,4070.33,4070.33,4040.87,4048.71,2477.91
2019-01-07 21:00:00,4048.71,4060.35,4044.48,4050.98,1934.64
2019-01-07 22:00:00,4050.98,4052.44,4034.75,4041.41,1848.23
2019-01-07 23:00:00,4041.41,4050.81,4029.61,4050.4,1309.16
2019-01-08 00:00:00,4050.4,4060.0,4046.82,4055.16,2201.5
2019-01-08 01:00:00,4055.16,4055.16,4036.13,4038.58,1116.04
2019-01-08 02:00:00,4038.58,4039.36,3990.34,4021.27,3896.16
2019-01-08 03:00:00,4021.27,4025.93,4014.24,4021.16,1347.42
2019-01-08 04:00:00,4021.16,4023.88,4011.28,4020.66,1243.41
2019-01-08 05:00:00,4020.66,4022.38,4011.78,4018.05,1590.69
2019-01-08 06:00:00,4018.05,4026.2,4007.84,4026.08,1064.43
2019-01-08 07:00:00,4026.08,4032.14,4018.12,4021.61,1750.49
2019-01-08 08:00:00,4021.61,4044.73,4017.91,4034.51,2809.72
2019-01-08 09:00:00,4034.51,4050.18,4028.72,4046.2,3397.03
